"ISBN","PubDate","PrintYear","Price","Discipline","Title","Subtitle","AuthorFirst1","AuthorLast1","AuthorAffiliation1","AuthorFirst2","AuthorLast2","AuthorAffiliation2","AuthorFirst3","AuthorLast3","AuthorAffiliation3","AuthorFirst4","AuthorLast4","AuthorAffiliation4","AuthorFirst5","AuthorLast5","AuthorAffiliation5","AuthorEditor","Imprint","Edition","Cover","Pages","Illustrations","Series","Volume","AuthorURL1","Description","TOC","Reviews","Classification","AuthorCountry"
"0387201912",2004-01-09,"2004",69.95,"Mathematics","Mathematical Population Genetics","I. Theoretical Introduction","Warren J.","Ewens","University of Pennsylvania, Philadelphia, PA",,,,,,,,,,,,,"A",,"02","HC","417","3","Interdisciplinary Applied Mathematics","27",,"Population genetics occupies a central role in a number of important biological and social undertakings. It is fundamental to our understanding of evolutionary processes, of plant and animal breeding programs, and of various diseases of particular importa","Preface*Historical Background*Technicalities and generalizations*Discrete Stochastic Models*Diffusion Theory*Applications of Diffusion Theory*Two Loci*Many Loci* Further Considerations*Molecular Population Genetics: Introduction*Looking Backwards in Time:","<P>From reviews of the 1979 edition:</P> <P>","A","England"
"1852337354",2004-01-09,"2004",39.95,"Physics","Expedition Mars","How are we going to get to Mars","Martin J.L.","Turner","University of Leicester, UK",,,,,,,,,,,,,"A",,,"SC","321","120","Springer Praxis Books",,,"The technical challenges of a human expedition to Mars are the principal theme to be explored by Martin Turner in Expedition Mars. The author begins by describing how the very latest rocket propulsion and spacecraft technology, and planned developments in","Preface.- Acknowledgements.- List of Illustrations, colour plates and tables.- Return to Space.- Werner Von Braun and the Martian Dream.- Getting There. - Human Exploration using Chemical Rockets.- Electric Thrusters: Propulsion of the Future - Now.- Fiss","<P>“As preparation for the arguments back and forth about the choice between flying just the mind, or its wetware too, Expedition Mars is a good launch pad for a survey of the technology we have and what we need to make the expedition a reality. He tackle","B","USA"
"0387200355",2004-01-09,"2004",39.95,"Medicine","Pathology and Law","A Practical Guide for the Pathologist","Gregory G.","Davis","University of Alabama, Birmingham, AL",,,,,,,,,,,,,"A",,,"SC","221",,,,,"Almost all pathologists face legal issues when dealing with the specimens they work with on a day-to-day basis, whether it involves quality control and assurance in handling the specimens, facing the possibility of malpractice suits, or serving as an expe","Introduction.- Theory and Operation of the American Legal System.- Impact of Law on Pathology Practice - Everyday Occurrences.- Impact of Law on Practice of Pathology - Malpractice.- Expert Witness Testimony.- Natural History of a Legal Suit.- Quality Ass",,"A","China"
"1852335580",2004-01-09,"2004",39.95,"Physics","Observing and Measuring Visual Double Stars",,"Bob","Argyle","University of Cambridge, UK",,,,,,,,,,,,,"E",,,"SC","326",,"Patrick Moore's Practical Astronomy Series",,,"Double stars are the rule, rather than the exception: our solar system, having a single sun, is in the minority. Orbiting satellites, ground based observatories and interferometers have all helped discover many hundreds of new pairs – but this has left en","Introduction .- More Than One Sun (Bob Argyle).- Why Observe Double Stars? (Bob Argyle).- The Observation of Binocular Double Stars (Mike Ropelewski).- The Scale of Binary Systems (Bob Argyle) Multiple Stars and Planets (Bob Argyle).- Is the Sun a Double ",,"A","Ghana"
"0387201580",2004-01-09,"2004",49.95,"Mathematics","Fractals and Chaos","Mandelbrot Set and Beyond","Benoit B.","Mandelbrot","Yale University, New Haven, CT",,,,,,,,,,,,,"A",,,"HC","308","100",,,,"""It is only twenty-three years since Benoit Mandelbrot published his famous picture of what is now called the Mandelbrot Set. The graphics were state of the art, though now they may seem primitive. But how that picture has changed our views of the mathema","Foreword by Peter W Jones*Preface*Quadratic Julia and Mandelbrot Sets*NonQuadratic Rational Dynamics*Iterated Nonlinear Function Systems and the Fractal Limit Sets of Kleinian Groups*Multifractal Invariant Measures*Background and History*Bibliography* Ind",,"A","France"
"0387404007",2004-01-09,"2004",49.95,"Medicine","Contact Lenses in Ophthalmic Practice",,"Mark J.","Mannis","University of California, Davis, Sacramento, CA","Karla","Zadnik","Ohio State University, Columbus, OH","Cleusa","Coral-Ghanem","University of Sao Paulo, Santa Catarina, Brazil","Newton","Kara-JosΘ","University of Campinas, Sao Paulo, Brazil",,,,"A",,,"SC","315","89",,,,"Even with the advances in intraocular lens technology and the growing diversity of refractive surgery techniques, the role of contact lenses in ophthalmic practice has only increased. This is due in part to the great strides in materials, technology, expa","1) Indications, Contraindications, Initial Ocular Examination and the Selection of Contact Lenses 2) The Importance of Tear Film Evacuation in the Contact Lens Candidate 3) Contact Lens Anatomy and Terminology 4) Keratometry and Corneal Topography 5) How ",,"B","England"
"038740399X",2004-01-09,"2004",59.95,"Mathematics","Waves and Compressible Flow",,"Hilary","Ockendon","Oxford Centre for Industrial and Applied Mathematics","John R.","Ockendon","Oxford Centre for Industrial and Applied Mathematics",,,,,,,,,,"A",,,"HC","188","60","Texts in Applied Mathematics","000047",,"This books aims to provide students and rsearchers with a basis for understanding the wide range of wave phenomena with which any mathematician may be confronted in applications. Compressible flow is the main focus of the book however the authors show how","Introduction * The equations of Inviscid Compressible Flow * Models for Linear Wave Propagation * Theories for Linear Waves * Nonlinear Waves and Shocks in Fluids",,"A","India"
"0387408533",2004-01-09,"2004",69.95,"Mathematics","Computational Homology",,"Tomasz","Kaczynski","Universite de Sherbrooke, Canada","Konstantin","Mischaikow","Georgia Institute of Technology","Marian","Mrozek","Jagiellonian University, Poland
, Poland",,,,,,,"A",,,"HC","480","78","Applied Mathematical Sciences","000157",,"Homology is a powerful tool used by mathematicians to study the properties of spaces and maps that are insensitive to small perturbations. This book uses a computer to develop a combinatorial computational approach to the subject. The core of the book dea","<P>Preview of Homology * Cubical Homology * Computing Homology Groups * Chain Maps and Reduction Algortihms * Preview of Maps * Homology of Maps * Computing Homology of Maps * Homological Algebra * Prospects in Digital Image Processing * Nonlinear Dynamic",,"A","USA"
"443120315X",2004-01-09,"2004",79.95,"Economics & Law",,,,,,,,,,,,,,,,,,,,,,"186",,"Advances in Mathematical Economics","000006",,"<P>A lot of economic problems can be formulated as constrained optimizations and equilibration of their solutions. Various mathematical theories have been supplying economists with indispensable machineries for these problems arising in economic theory. C",,,"C","China"
"185233763X",2004-01-09,"2004",84.95,"Statistics","Tools for Constructing Chronologies","Crossing Disciplinary Boundaries","Caitlin E.","Buck","University of Sheffield, UK","Andrew R.","Millard","University of Durham, UK",,,,,,,,,,"E",,,"SC","257",,"Lecture Notes in Statistics","000177",,"Tools for Constructing Chronologies focuses on ways of getting more out of existing chronological data by careful analysis. It surveys a range of cutting edge methods in chronology construction and seeks to enable cross-disciplinary fertilisation of ideas","Preface: Towards Integrated Thinking in Chronology Building.- Bayesian Chronological Data Interpretation: Where Now?- Pragmatic Bayesians: A Decade of Integrating Radiocarbon Dates into Chronological Models.- Bayesian Inference of Calibration Curves: Appl",,"C","Ghana"
"0387408525",2004-01-09,"2004",84.95,"Statistics","Exploring Multivariate Data with the Forward Search",,"Anthony C.","Atkinson","The London School of Economics, UK","Marco","Riani","Universita de Parma, Italy","Andrea","Cerioli","Universita de Parma, Italy",,,,,,,"A",,,"HC","621",,"Springer Series in Statistics",,,"This book is concerned with data in which the observations are independent and in which the response is multivariate. Anthony Atkinson has been Professor of Statistics at the London School of Economics since 1989. Before that he was a Professor at Imperia","Multivariate Data * Multivariate Transformations * Principal Components * Discriminant Analysis * Cluster Analysis * Spatial Data",,"A","France"
"1852337583",2004-01-09,"2004",89.95,"Engineering","Corrosion and Prevention",,"Einar","Bardal","Norwegian University of Science and Technology, Trondheim, Norway",,,,,,,,,,,,,"A",,,"HC","336","167","Engineering Materials and Processes",,,"Corrosion and Prevention is an essential guide for mechanical, marine and civil engineering students and also provides a valuable reference for practicing engineers. Bardal combines a description of practical corrosion processes and problems with a theore",,"<P>Praise for Einar Bardal's, Corrosion and protecction</P> <P>Choice</P> <P>","B","England"
"0387401466",2004-01-09,"2004",89.95,"Medicine","ACL Made Simple",,"Don","Johnson","Carleton University, Ottawa, Ontario, Canada",,,,,,,,,,,,,"A",,,"HC","213","163",,,,"ACL Made Simple is a book/CD-ROM combination that educates orthopedic residents, athletic trainers, and various medical support staff about the fundamentals of ACL injuries. The content is both thorough and practical. Readers benefit from comprehensive di","Contents: Introduction, Diagnosis, Partial Tears of the ACL, Treatment Options, Graft Selection, Hamstring Graft Reconstruction Techniques, Patellar Tendon Graft Technique, Rehabilitation, Complications, Results, references",,"A","India"
"1898298866",2004-01-09,"2004",92.00,"Biology","Biology of Leaf Beetles",,"Pierre","Jolivet",,"Krishna K.","Verma",,,,,,,,,,,"A",,,"HC","337",,,,,,,,"C","USA"
"4431401261",2004-01-09,"2004",99.00,"Economics & Law","Co-Design for a New East Asia after Crisis",,"H.","Hirakawa","University of Nagoya, Japan","Y.-H.","Kim","Korea University, Seoul, Korea",,,,,,,,,,"E",,,"SC","123","10",,,,"Until the currency crisis of 1997, East Asia was hailed around the world as a model of economic growth and development. However, when the crisis struck, East Asian countries found themselves struggling without the regional cooperation frameworks that had ","Chapter 1. Towards a New Framework for Economic Integration in East Asia, Dr. Kim Young-Ho, Professor, Kyungpook National University; Former Minister of Commerce, Industry and Energy, Korea.- Chapter 2. Regional Cooperation in East Asia: With Special Refe",,"C","China"
"1852337532",2004-01-09,"2004",99.00,"Engineering","Design Representation",,"Gabriela","Goldschmidt","Technion-Israel Institute of Technology, Haifa, Israel","William L.","Porter","Massachusetts Institute of Technology, Cambridge, MA",,,,,,,,,,"E",,,"HC","222","119",,,,"“There is a global network of academics, researchers and methodologists who will buy this book or want it in their institute libraries.”
Prof. John Harbraken

""As the field of human computer interaction grows, this book is likely to be a basic resource.""
","Part 1 - From the Perspective of Architecture: Distance and Depth, Graphic Representation as Reconstructive Memory, Representation and Object: Part 2 - From the Perspective of Engineering: Distributed Cognition in Engineering Design, Design Representation",,"C","Ghana"
"1852337710",2004-01-09,"2004",109.00,"Computer Science","Image Mosaicing and Super-resolution",,"David","Capel","Dorset, UK",,,,,,,,,,,,,"A",,,"HC","240","223","Distinguished Dissertations",,,"The Distinguished Dissertation Series is published on behalf of the Conference of Professors and Heads of Computing and the British Computer Society, who annually select the best British PhD dissertations in computer science for publication. The dissertat","Introduction Literature survey Registration : Geometric and Photometric Image mosaicing Super-resolution : Maximum Likelihood estimation and related approaches Super-resolution Using Bayesian Priors Super-resolution using sub-space models Conclusions and ",,"C","France"
"4431200398",2004-01-09,"2004",109.00,"Engineering","Groundwater Hydraulics",,"Kuniaki","Sato","University of Saitama, Japan","Yoshiaki","Iwasa","Earth Engineering Research Institute, Osaka, Japan",,,,,,,,,,"E",,,"HC","204","257",,,,"The groundwater science and engineering has been closely connected with various fields (1) Groundwater Hydrology, (2) Groundwater Hydraulics or Geohydraulics, (3) Fluid Dynamics in Porous Media, (4) Groundwater Quality Engineering, (5) Soil Physics, and (","Preface.- Introduction to Groundwater and Aquifer System.- Formulation of Basic Groundwater Flow Equations.- Dispersion Process and Saltwater Intrusion in Groundwater.- Groundwater Flow Under Temperature Gradient.- Numerical Methods in Groundwater Flows.-",,"C","England"
